index	trigger	syllables	flag	preview
1627	ordinal-open	29		དང་པོ་ལ་གསུམ། ཕན་འདོགས་ཆེ་བར་བསྟན་པ། ཕ་རོལ་གྱི་སྡང་སེམས་མེད་ན་བཟོད་པ་མི་འབྱུང་བར
1628	ordinal-open	3		དང་པོ་ནི།
1629	verse-stanza	25		འཇིག་རྟེན་ན་ནི་སློང་བ་མོད།།↵གནོད་པ་བྱེད་པ་དཀོན་པ་སྟེ།།↵འདི་ལྟར་ཕར་གནོད་མ་བྱས་ན།།
1630	terminal-particle	140		ཞེས་གསུངས་ཏེ། དེ་ཡང་འཇིག་རྟེན་གྱི་ཁམས་དག་པ་རྣམས་ན་སེམས་ཅན་དབུལ་པོ་དང་མི་དགེ་བ་སྤ
1631	terminal-particle	99		དེའི་ཤུགས་ཀྱིས་བསྟན་པ་ཚུལ་ཁྲིམས་ཀྱི་རྐྱེན་མི་དགེ་བའི་ཡུལ་ཡང་ཤིན་ཏུ་མང་ལ་སློང་མོ་
1632	terminal-particle	60		གལ་ཏེ་ཕར་གནོད་པ་བྱས་ཏེ་མཚོན་ལ་སོགས་ཀྱིས་ཟུག་པའམ་འཛིན་པའི་ཐབས་ས་མདའ་ལ་སོགས་པ་བྱས་
1633	line-end	45		དུད་འགྲོའི་ཆོས་ཉིད་ཀྱང་དེ་ལྟ་བུ་ཡིན་ན་བསམ་ཤེས་སུ་འདོད་པའི་མི་ལྟ་ག་ལ་སྨོས་ཏེ་སྐྱེ
1634	verse-stanza	25		དེ་བས་ངལ་བས་མ་སྒྲུབས་པའི།།↵ཁྱིམ་དུ་གཏེར་ནི་བྱུང་བ་ལྟར།།↵བྱང་ཆུབ་སྤྱོད་པའི་གྲོགས་
1635	line-end	133		ཞེས་གསུངས་ཏེ། དེ་བས་ན་གནོད་པ་བྱེད་པ་ནི་ཆེས་དཀོན་ན་བདག་ཉིད་ཀྱིས་ཉེས་སམ་མ་ཉེས་ཀྱང་
1636	verse-stanza	25		འདི་དང་བདག་གིས་བསྒྲུབས་པས་ན།།↵དེའི་ཕྱིར་བཟོད་པའི་འབྲས་བུ་ནི།།↵འདི་ལ་ཐོག་མར་བདར་འ
1637	terminal-particle	73		ཞེས་གསུངས་ཏེ། དེས་ན་གནོད་བྱེད་འདིས་བཟོད་པའི་ཡུལ་བྱས་ལ་བདག་གིས་སྒོམ་པ་པོ་བྱས་ཏེ་ག
1638	terminal-particle	95		འོ་ན་བཟོད་པའི་འབྲས་བུ་ཐོག་མར་གནོད་བྱེད་ཀྱིས་འཐོབ་བམ་ཞེ་ན། ལས་ནི་བྱེད་པ་པོ་ཉིད་ཀྱ
1639	ordinal-open	17		གཉིས་པ་ཕ་རོལ་གྱི་སྡང་སེམས་མེད་ན་བཟོད་པ་མི་འབྱུང་བར་བསྟན་པ་ནི།
1640	verse-stanza	25		གལ་ཏེ་བཟོད་སྒྲུབ་བསམ་མེད་པས།།↵དགྲ་འདི་མཆོད་བྱ་མིན་ཞེ་ན།།↵གྲུབ་པ་ཡི་ནི་རྒྱུར་རུང་
1641	line-end	103		ཅེས་གསུངས་ཏེ། གལ་ཏེ་དགྲ་འདི་ནི་ཁྲོ་བས་གནོད་པ་བྱེད་པར་ཟད་ཀྱི་འདི་ལ་བཟོད་པ་སྒྲུབ་པ
1642	verse-stanza	25		གལ་ཏེ་དགྲ་འདི་གནོད་བྱ་ཡི།།↵བསམ་ཡོད་མཆོད་བྱ་མིན་ཞེ་ན།།↵སྨན་པ་བཞིན་དུ་ཕན་བརྩོན་ན།།
1643	line-end	71		ཅེས་གསུངས་ཏེ། གལ་ཏེ་དགྲ་འདི་ནི་བདག་ལ་གནོད་པར་བྱ་བའི་བསམ་པ་ཡོད་པས་མཆོད་པ་བྱ་བ་མིན
1644	verse-stanza	25		དེ་བས་རབ་ཏུ་སྡང་སེམས་ལ།།↵བརྟེན་ནས་བཟོད་པ་སྐྱེ་བས་ན།།↵དེ་ཉིད་བཟོད་པའི་རྒྱུ་ཡིན་པས
1645	terminal-particle	136		ཞེས་གསུངས་ཏེ། དེས་ན་ཕ་རོལ་གྱི་རབ་ཏུ་ཞེ་སྡང་པའི་སེམས་ལ་བརྟེན་ནས་སེམས་ཅན་མ་སྦྱངས་པ
1646	ordinal-open	11		གསུམ་པ་སྟོན་པ་དང་འདྲ་བ་དེ་བསྟན་པ་ནི།
1647	verse-stanza	13		དེ་ནི་སེམས་ཅན་ཞིང་དང་ནི།།↵རྒྱལ་བའི་ཞིང་ཞེས་ཐུབ་པས་གསུངས།།
1648	terminal-particle	107		ཞེས་གསུངས་ཏེ། དེ་ཡང་ཞིང་ས་གཤིན་པོ་ལ་བརྟེན་ནས་ལོ་ཏོག་སྐྱེ་བ་ལྟར་བྱང་ཆུབ་སེམས་དཔའ་
1649	line-end	13		དེས་ན་ཞིང་རྣམ་པ་གཉིས་ཡིན་ཏེ། སྨོན་ལམ་དག་པའི་མདོ་ལས།
1650	verse-stanza	25		ངས་སྔོན་སེམས་ཅན་ཞིང་རྣམས་དང༌།།↵ཐུབ་པའི་ཞིང་ལ་བརྟེན་ནས་ནི།།↵སངས་རྒྱས་ཆོས་རྣམས་མཐའ
1651	terminal-particle	15		ཅེས་གསུངས་ཤིང༌། ཆོས་ཡང་དག་པར་སྡུད་པའི་མདོ་ལས་ཀྱང་གསུངས་པའི་ཕྱིར་རོ།།
1652	line-end	60		འདི་དག་མགུ་བྱས་མང་པོ་ཞིག། འདི་ལྟར་ཕུན་སུམ་ཕ་རོལ་ཕྱིན།། ཞེས་གསུངས་ཏེ། རིགས་པས་ཀྱང
1653	verse-stanza	25		སེམས་ཅན་རྣམས་དང་རྒྱལ་བ་ལས།།↵སངས་རྒྱས་ཆོས་འགྲུབ་འདྲ་བ་ལས།།↵རྒྱལ་ལ་གུས་བྱེད་དེ་བཞི
1654	line-end	68		ཞེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་རྣམས་མགུ་བར་བྱས་པ་དང་སངས་རྒྱས་མཉེས་པར་བྱས་པ་གཉིས་བདག
1655	verse-stanza	25		བསམ་པའི་ཡོན་ཏན་རང་གིས་མིན།།↵འབྲས་བུ་ལས་ཡིན་དེ་མཚུངས་པར།།↵སེམས་ཅན་རྣམས་ལའང་ཡོན་ཏན
1656	line-end	100		ཞེས་གསུངས་ཏེ། འོ་ན་སེམས་ཅན་དང་སངས་རྒྱས་ཡོན་ཏན་མཚུངས་པར་ཐལ་ལོ་ཞེ་ན། དེ་གཉིས་བསམ་པ
1657	verse-stanza	25		བྱམས་སེམས་ལྡན་ལ་མཆོད་པ་གང༌།།↵དེ་ནི་སེམས་ཅན་ཆེ་བ་ཉིད།།↵སངས་རྒྱས་དད་པའི་བསོད་ནམས་ག
1658	line-end	189		ཅེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་རྣམས་ལའང་ཡོན་ཏན་ཡོད་དེ་ཁམས་རང་བཞིན་གྱིས་རྣམ་པར་དག་ལ་
1659	verse-stanza	13		སངས་རྒྱས་ཆོས་འགྲུབ་ཆ་ཡོད་པ།།↵དེས་ན་དེ་དག་མཉམ་པར་འདོད།།
1660	terminal-particle	80		ཅེས་གསུངས་ཏེ། དེས་ན་སེམས་ཅན་ནི་གང་གི་ཆེད་དུ་བྱ་བའི་ཡུལ་ཡིན་ལ། སངས་རྒྱས་ནི་གང་འཐོ
1661	line-end	34		འོ་ན་ཞིང་དེ་གཉིས་ཁྱད་པར་གཏན་མེད་དམ་ཞེ་ན། རང་གི་བློ་སྦྱོང་བའི་ཆ་ནས་དེ་ལྟར་ཡིན་མོད
1662	verse-stanza	25		དེ་ལྟ་མོད་ཀྱི་ས་རྡུལ་དང༌།།↵རྒྱ་མཚོ་བ་ལང་རྨིག་རྗེས་ཀྱི།།↵ཁྱད་པར་གང་ཡིན་སངས་རྒྱས་ད
